iter	Logloss
151	0.6374699314
152	0.6371680718
153	0.6369045389
154	0.6366598463
155	0.6363360983
156	0.6360202898
157	0.635716703
158	0.6354023388
159	0.6351159376
160	0.6348300662
161	0.634529375
162	0.6343113754
163	0.6340189941
164	0.6337467522
165	0.6334637039
166	0.6332131111
167	0.6329404773
168	0.6326522617
169	0.6323709988
170	0.6321393697
171	0.6318677156
172	0.6316237779
173	0.6313863936
174	0.6310988239
175	0.630829514
176	0.6305944739
177	0.6303406224
178	0.6300526972
179	0.6298464038
180	0.6296131998
181	0.629329375
182	0.6291079862
183	0.6288252427
184	0.6285771174
185	0.6282828564
186	0.6280651253
187	0.6277746889
188	0.6275127309
189	0.6272499237
190	0.626984199
191	0.6267299629
192	0.6265064621
193	0.6262817348
194	0.6260120911
195	0.6257567446
196	0.6254687104
197	0.6252386271
198	0.6249712187
199	0.6247337764
200	0.6244409596
201	0.6242084233
202	0.6239497238
203	0.6236537137
204	0.6233980188
205	0.6231396242
206	0.622900186
207	0.6226251791
208	0.6223681633
209	0.6221483348
210	0.6218956155
211	0.6216376055
212	0.6214213839
213	0.6211866341
214	0.6209369049
215	0.6206819575
216	0.6204669915
217	0.620246205
218	0.6199716335
219	0.6197374207
220	0.619501604
221	0.6192695104
222	0.6190791544
223	0.6188435482
224	0.6186060986
225	0.618402447
226	0.6181856884
227	0.6179311837
228	0.6176975588
229	0.6174927823
230	0.6172547158
231	0.6170651219
232	0.6168022784
233	0.6165810492
234	0.6163592031
235	0.6161720332
236	0.6159097921
237	0.615673794
238	0.615474446
239	0.615239551
240	0.6150144101
241	0.614804967
242	0.6146345545
243	0.6144219545
244	0.6141645759
245	0.6139568673
246	0.6137868395
247	0.6136101494
248	0.6133641867
249	0.6132370723
250	0.6130153496
251	0.612816575
252	0.6125679271
253	0.6123914837
254	0.6121894868
255	0.6119827072
256	0.6117723787
257	0.6115415334
258	0.6113774785
259	0.6111936397
260	0.6110210573
261	0.6108495272
262	0.6106734249
263	0.6104245883
264	0.6103102906
265	0.6101043166
266	0.6098835011
267	0.6096980802
268	0.6095148148
269	0.6093458248
270	0.6090941505
271	0.6088612441
272	0.6086797495
273	0.6084962083
274	0.6083336775
275	0.6081004444
276	0.6079235438
277	0.6077157845
278	0.6074930385
279	0.6072484257
280	0.607050297
281	0.6068392065
282	0.6066394014
283	0.6064223234
284	0.6062228811
285	0.6060771005
286	0.6059364219
287	0.6057177763
288	0.6055203516
289	0.6053462669
290	0.6051684809
291	0.6050452855
292	0.6048371415
293	0.6046260437
294	0.6044285537
295	0.6042495992
296	0.6040630244
297	0.6038453586
298	0.6036741769
299	0.6034848224
300	0.6032605814
301	0.6030688683
302	0.6028843473
303	0.6027533937
304	0.6025617532
305	0.6023608304
306	0.602203133
307	0.6020293676
308	0.6018272618
309	0.6016694556
310	0.6014821841
311	0.6013148415
312	0.6011412648
313	0.6010129239
314	0.6008411398
315	0.6007121602
316	0.6005480399
317	0.6003810312
318	0.6002152926
319	0.6000535746
320	0.5998606495
321	0.5997550534
322	0.5995814985
323	0.5994413134
324	0.599239331
325	0.5991046543
326	0.598944424
327	0.5987959944
328	0.5986245514
329	0.5984615851
330	0.598329376
331	0.5981789215
332	0.5980001993
333	0.5978854879
334	0.5977513264
335	0.5975593375
336	0.597452573
337	0.5972655991
338	0.5970739223
339	0.5969478166
340	0.5968007514
341	0.5966182263
342	0.5964719086
343	0.5962927291
344	0.5960939763
345	0.5959847805
346	0.5958135407
347	0.5956738854
348	0.5955181766
349	0.5954311523
350	0.5952674313
351	0.5950730765
352	0.5949284353
353	0.5947663254
354	0.5946184328
355	0.5944157464
356	0.594287928
357	0.5941304992
358	0.5939905826
359	0.5938165487
360	0.5936126212
361	0.5934747658
362	0.5933367071
363	0.5931794306
364	0.5930687326
365	0.5929447751
366	0.5927874261
367	0.5925923673
368	0.5925096033
369	0.5923794044
370	0.5922119748
371	0.5920982649
372	0.5919407852
373	0.5917929144
374	0.5916636373
375	0.5915487734
376	0.5914584906
377	0.5913662483
378	0.5912113813
379	0.5910498738
380	0.5909483346
381	0.5907957755
382	0.5906732261
383	0.5905913692
384	0.5904419017
385	0.5903044091
386	0.5901715831
387	0.5900542952
388	0.5898915031
389	0.5897863135
390	0.5896342987
391	0.5895238547
392	0.5894086134
393	0.5893075388
394	0.589190592
395	0.5890223713
396	0.5888851908
397	0.5886994361
398	0.5885621902
399	0.5884257645
400	0.5882761664
401	0.5881623041
402	0.5880169299
403	0.5878676294
404	0.5877449493
405	0.5876222256
406	0.5874655806
407	0.5873246117
408	0.5872185148
409	0.5871365491
410	0.5869873719
411	0.58683662
412	0.5866899975
413	0.5865428524
414	0.5864081322
415	0.5862624677
416	0.5861061492
417	0.5859497292
418	0.5858494964
419	0.5857583136
420	0.5856011968
421	0.5855039106
422	0.58539396
423	0.5852767157
424	0.5851358992
425	0.5849843925
426	0.5848966425
427	0.5847755953
428	0.5846229854
429	0.5844775604
430	0.5843051522
431	0.5842024808
432	0.5840757656
433	0.5839719984
434	0.5838555452
435	0.5837251504
436	0.5835467112
437	0.5834364994
438	0.5832930411
439	0.5832072362
440	0.5831169533
441	0.5829933443
442	0.5829031921
443	0.5827654455
444	0.5826222848
445	0.5824668082
446	0.5823180157
447	0.5822061057
448	0.5820705073
449	0.5819732573
450	0.5818384935
451	0.5816833435
452	0.5815684143
453	0.5814807514
454	0.5813894235
455	0.581286803
456	0.581159841
457	0.5810697396
458	0.5809647532
459	0.5808351059
460	0.5807018154
461	0.5805730462
462	0.5804994048
463	0.5803487544
464	0.5802407416
465	0.580125123
466	0.5800105857
467	0.5798827165
468	0.5797740433
469	0.5796173547
470	0.5795180581
471	0.579391938
472	0.579235097
473	0.5791086139
474	0.5789940912
475	0.5789260598
476	0.5788229167
477	0.5787106075
478	0.5786103384
479	0.5785065204
480	0.578423212
481	0.5783090304
482	0.5782040512
483	0.578101721
484	0.5779909867
485	0.5778374914
486	0.5777328751
487	0.5776252687
488	0.5774921596
489	0.5773857362
490	0.5772417409
491	0.5771333217
492	0.5769990078
493	0.5769119546
494	0.5768407661
495	0.5767493294
496	0.5766777491
497	0.5765626022
498	0.5764183601
499	0.5763132648
